Name,Address,City,State,Zip,County,Phone,Administrator,Licensee,Facility Number,Type,Status,Capacity,License Date,GPO
"MOLDAW FAMILY RESIDENCES AT 899 CHARLESTON","899 EAST CHARLESTON ROAD","PALO ALTO",CA,94303,"SANTA CLARA","(650) 433-3600","MARK BADDAS","899 CHARLESTON; LIFE CARE SERVICES, LLC",435294340,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,270,10/22/2009,"Premier"
"FAIRWINDS - WOODWARD PARK","9525 N FT WASHINGTON RD","FRESNO",CA,93730,"FRESNO","(559) 434-6444","VALERO, DESIREE","FRESN LLC; LEISURE CARE LLC",107201156,"RESIDENTIAL CARE ELDERLY",LICENSED,270,3/14/2001,"Premier, Vizient"
"BROOKDALE CHATSWORTH","20801 DEVONSHIRE BLVD","CHATSWORTH",CA,91311,"LOS ANGELES","(818) 341-2552","AMANDA MONROY","SUMMERVILLE AT COBBCO INC; EMERITUS CORPORATION",191221435,"RESIDENTIAL CARE ELDERLY",LICENSED,268,11/3/1998,"Premier, Vizient"
"CHATSWORTH COMMONS SENIOR LIVING, LLC","20801 DEVONSHIRE ST.","CHATSWORTH",CA,91311,"LOS ANGELES","(323) 902-6000","MONROY, DAVID","CHATSWORTH COMMONS SENIOR LIVING, LLC",197610638,"RESIDENTIAL CARE ELDERLY",PENDING,268,,"Vizient"
"VISTA DEL MONTE","3775 MODOC ROAD","SANTA BARBARA",CA,93105,"SANTA BARBARA","(805) 687-0793","DOUGLAS TUCKER","FRONT PORCH COMMUNITIES AND SERVICES, INC.",425800464,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,266,7/30/1999,"Premier"
"ATRIA HACIENDA","44600 MONTEREY AVE","PALM DESERT",CA,92260,"RIVERSIDE","(760) 341-0890","ROBERT STANSBURY","WG HACIENDA SH LP; ATRIA MANAGEMENT CO LLC",336400075,"RESIDENTIAL CARE ELDERLY",LICENSED,266,9/21/1994,"Vizient"
"BROOKDALE NOHL RANCH","380 S ANAHEIM HILLS RD","ANAHEIM HILLS",CA,92807,"ORANGE","(714) 974-1616","SARAH DEVORE","BLC NOHL RANCH LLC",306002955,"RESIDENTIAL CARE ELDERLY",LICENSED,266,8/15/2005,"None"
"CHANNING HOUSE","850 WEBSTER STREET","PALO ALTO",CA,94301,"SANTA CLARA","(650) 327-0950","RHONDA BEKKEDAHL","CHANNING HOUSE",430700136,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,264,3/20/1993,"Premier, Vizient"
"PALM VILLAGE RETIREMENT COMMUNITY","703 WEST HERBERT AVENUE","REEDLEY",CA,93654,"FRESNO","(559) 638-6933","JIM HIGBEE","MENNONITE BRETHREN HOMES, INC.",100404809,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,262,2/13/1987,"Vizient"
"PALMCREST GRAND RESIDENCE","3503 CEDAR AVENUE","LONG BEACH",CA,90807,"LOS ANGELES","(562) 595-4551","GOMEZ, VERONICA","PALMCREST GRAND HOME ASSISTED LIVING, LLC",198602069,"RESIDENTIAL CARE ELDERLY",LICENSED,262,3/14/2016,"Vizient"
"IVY PARK AT SEAL BEACH","3850 AND 3840 LAMPSON AVE","SEAL BEACH",CA,90740,"ORANGE","(562) 594-5788","TAMI OJWANG","TRANSFORMER OPCO LLC; OAKMONT MANAGEMENT GROUP LLC",306006402,"RESIDENTIAL CARE ELDERLY",LICENSED,261,5/7/2024,"Vizient"
"COTERIE CATHEDRAL HILL","1001 VAN NESS AVENUE","SAN FRANCISCO",CA,94109,"SAN FRANCISCO","(415) 915-6615","MATTHEW TURNER","VAN NESS OPCO TENANT LLC; ATRIA MANAGEMENT COMPANY",385601116,"RESIDENTIAL CARE ELDERLY",LICENSED,260,2/24/2022,"Premier"
"CARMEL VALLEY MANOR","8545 CARMEL VALLEY ROAD","CARMEL",CA,93923,"MONTEREY","(831) 624-1281","CHRIS REGAN","NORTHERN CALIFORNIA CONGREGATIONAL RETIREMENT HOME",270700110,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,258,11/12/1993,"Premier"
"SILVERADO SENIOR LIVING-BEVERLY PLACE","330 N. HAYWORTH AVE","LOS ANGELES",CA,90048,"LOS ANGELES","(323) 852-9200","GIUNTO,TAYLOR L.","SILVERADO BEVERLY PLACE LLC;SILVERADO SR LVNG MGMT",198603266,"RESIDENTIAL CARE ELDERLY",LICENSED,256,4/7/2021,"None"
"DOWNEY RETIREMENT CENTER","11500 DOLAN AVENUE","DOWNEY",CA,90241,"LOS ANGELES","(562) 869-2416","BRANDIE MENDIBLES","BROOKSHIRE PARTNERS",198601838,"RESIDENTIAL CARE ELDERLY",LICENSED,252,8/3/2016,"None"
"CARLOTTA, THE","41-505 CARLOTTA DRIVE","PALM DESERT",CA,92211,"RIVERSIDE","(760) 346-5420","JOHN BRENNAN","WELL OAK CCRC TENANT LLC; OAKMONT ET AL",331881459,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,250,10/1/2023,"None"
"ROYAL OAKS","1763 ROYAL OAKS DRIVE","DUARTE",CA,91010,"LOS ANGELES","(626) 359-9371","ANDREW M SMITH","HUMANGOOD & HUMANGOOD SOCAL",191502216,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,250,12/29/1989,"Premier"
"TERRACES AT LOS ALTOS, THE","373 PINE LANE","LOS ALTOS",CA,94022,"SANTA CLARA","(650) 948-8291","GONZALES, DEBORAH","HUMANGOOD & HUMANGOOD NORCAL",430708050,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,250,2/27/1967,"Premier"
"CRESTAVILLA","30111 NIGUEL RD","LAGUNA NIGUEL",CA,92677,"ORANGE","(949) 272-9772","MYRA ARAGONES","CRESTAVILLA TRS, LLC: KSL CRESTAVILLA MANAGER ,LLC",306006198,"RESIDENTIAL CARE ELDERLY",LICENSED,250,12/28/2022,"Premier"
"NOVELLE SENIOR LIVING","3355 ALMADEN EXPRESSWAY","SAN JOSE",CA,95118,"SANTA CLARA","(999) 999-9999","TAMO, DAVID","CP-SRM SAN JOSE LLC/MERRILL GARDENS L.L.C (MGR)",435202973,"RESIDENTIAL CARE ELDERLY",PENDING,250,,"None"
"PALO ALTO COMMONS","4075 EL CAMINO WAY","PALO ALTO",CA,94306,"SANTA CLARA","(650) 494-0760","LI LI","WELLQUEST PALO ALTO TENANTCO,LLC ; WELLQUEST ET AL",435202819,"RESIDENTIAL CARE ELDERLY",LICENSED,250,6/30/2021,"Premier"
"PONTE PALMERO","3083 PONTE MORINO DRIVE","CAMERON PARK",CA,95682,"EL DORADO","(530) 677-9100","PILEGAARD, LANDON","CAMERON PARK SENIOR LIVING, LLC",97004177,"RESIDENTIAL CARE ELDERLY",LICENSED,250,2/3/2009,"Vizient"
"SEASIDE TERRACE","9925 LA ALAMEDA AVE","FOUNTAIN VALLEY",CA,92708,"ORANGE","(714) 962-5531","PEDROZA, TRICIA","SEASIDE TERRACE HOLDINGS CORP.",306006386,"RESIDENTIAL CARE ELDERLY",LICENSED,250,12/13/2023,"None"
"VILLAGE AT RANCHO SOLANO ASSISTED LIVING, THE","3350 CHERRY HILLS COURT","FAIRFIELD",CA,94534,"SOLANO","(707) 425-3588","WHINERY,MORGAN","WELLTOWER PEGASUS TENANT LLC; PSL ASSOCIATES LLC",486803806,"RESIDENTIAL CARE ELDERLY",LICENSED,250,2/1/2019,"Premier"
"CASA DE MANANA","849 COAST BLVD","LA JOLLA",CA,92037,"SAN DIEGO","(858) 454-2151","MARIVEL JOHNSON","FRONT PORCH COMMUNITIES AND SERVICES",374603439,"RESIDENTIAL CARE ELDERLY",LICENSED,249,9/26/2013,"Premier"
"BROOKDALE PLACE OF SAN MARCOS","1590 W SAN MARCOS BLVD","SAN MARCOS",CA,92078,"SAN DIEGO","(760) 471-9904","PRESTON, MARIO","BLC-BROOKDALE PLACE OF SAN MARCOS LP",374601046,"RESIDENTIAL CARE ELDERLY",LICENSED,245,12/26/2000,"Premier"
"DISCOVERY COMMONS SAN MARCOS","1590 WEST SAN MARCOS BLVD","SAN MARCOS",CA,92078,"SAN DIEGO","(760) 471-9904","PRESTON, MARIO","VOP SAN MARCOS, LP & ATCS II LLC",371881740,"RESIDENTIAL CARE ELDERLY",PENDING,245,,"None"
"PASADENA HIGHLANDS","1575 E WASHINGTON BLVD","PASADENA",CA,91104,"LOS ANGELES","(801) 815-0808","KAY CANO","WELLQUEST 625 PASADENA LLC; WELLQUEST LIVING LLC",198603384,"RESIDENTIAL CARE ELDERLY",LICENSED,245,1/12/2021,"Premier"
"MASONIC HOME FOR ADULTS","34400 MISSION BLVD.","UNION CITY",CA,94587,"ALAMEDA","(510) 471-3434","SOLEDAD MARTINEZ","MASONIC HOMES OF CALIFORNIA",11440129,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,242,2/3/1993,"None"
"MOTION PICTURE & TELEVISION FUND","23388 MULHOLLAND DRIVE","WOODLAND HILLS",CA,91364,"LOS ANGELES","(818) 876-1208","LORENA SORIA","MOTION PICTURE AND TELEVISION FUND, INC.",191201966,"RESIDENTIAL CARE ELDERLY",LICENSED,241,9/5/1993,"Premier, Vizient"
"ABRIA DEL CIELO","1589 N. WATERMAN AVE","SAN BERNARDINO",CA,92404,"SAN BERNARDINO","(909) 884-4757","CRISELDA ESPIRITU SANTO","MERE ENTERPRISES, INC",366425270,"RESIDENTIAL CARE ELDERLY",LICENSED,240,5/21/2012,"Premier"
"BELMONT VILLAGE WESTWOOD","10475 WILSHIRE BLVD","LOS ANGELES",CA,90024,"LOS ANGELES","(310) 475-7501","SCHROEDER, CHRIS","BELMONT VILLAGE WESTWOOD TNNT; BELMONT VILLAGE LP",197608291,"RESIDENTIAL CARE ELDERLY",LICENSED,240,5/1/2012,"Vizient"
"WATERMARK AT ALMADEN, THE","4610 ALMADEN EXPRESSWAY","SAN JOSE",CA,95118,"SANTA CLARA","(669) 258-4567","COREY MILLER","US ALLIANCE HOLDEN OF SAN JOSE TENTANT;WATERMARK",435202775,"RESIDENTIAL CARE ELDERLY",LICENSED,240,12/18/2020,"Premier"
"WATERMARK AT NAPA VALLEY, THE","4055 SOLANO AVENUE","NAPA",CA,94558,"NAPA","(707) 345-1480","GRANT WEGNER","NAPA SR HOUSING LLC; INTEGRAL SR LIVING MGMT LLC",286803919,"RESIDENTIAL CARE ELDERLY",LICENSED,240,10/20/2020,"Premier"
"WATERMARK AT NAPA VALLEY, THE","4055 SOLANO AVE","NAPA",CA,94558,"NAPA","(707) 345-1480","WEGNER, GRANT","4055 SOLANO AVE OPCO LLC; ATSC II LLC",286804281,"RESIDENTIAL CARE ELDERLY",LICENSED,240,4/1/2025,"None"
"WATERMARK AT WESTWOOD VILLAGE, THE","947 TIVERTON AVENUE","LOS ANGELES",CA,90024,"LOS ANGELES","(310) 208-4590","STEPHANIE KOFFMAN","WESTWOOD SR HSG LLC; ATSC II LLC",198320127,"RESIDENTIAL CARE ELDERLY",LICENSED,237,3/25/2021,"None"
"MONTCLAIR ROYALE SENIOR LIVING","9685 MONTE VISTA AVE","MONTCLAIR",CA,91763,"SAN BERNARDINO","(909) 621-3545","SANTOS, ANNAMARIE","MONTCLAIR ROYALE SENIOR LIVING",361800147,"RESIDENTIAL CARE ELDERLY",LICENSED,236,10/16/2017,"Premier"
"IVY PARK AT LAGUNA WOODS","24441 CALLE SONORA","LAGUNA WOODS",CA,92637,"ORANGE","(949) 830-8057","TURGEON, JENNIFER","WELL OAK TENANT;OAKMONT MANAGEMET GROUP LLC",306006223,"RESIDENTIAL CARE ELDERLY",LICENSED,233,7/26/2023,"Vizient"
"SAVANT OF RIVERSIDE","4609 ARLINGTON AVE","RIVERSIDE",CA,92504,"RIVERSIDE","(951) 462-1025","MOLLY BOWIE","RIVERSIDE RETIREMENT VILLA LLC",331881480,"RESIDENTIAL CARE ELDERLY",LICENSED,232,4/15/2024,"None"
"CARSON SENIOR ASSISTED LIVING","345 EAST CARSON STREET","CARSON",CA,90745,"LOS ANGELES","(310) 830-4010","SHOLOM GOLDMAN","SECROM, INC.",198204950,"RESIDENTIAL CARE ELDERLY",LICENSED,230,4/24/2006,"None"
"MONTECITO OAKMONT SENIOR LIVING","4756 CLAYTON ROAD","CONCORD",CA,94521,"CONTRA COSTA","(925) 692-5838","RICHARD PEILSTICK","OAKMONT SENIOR LIVING OF MONTECITO OPCO, LP;ET AL",79201083,"RESIDENTIAL CARE ELDERLY",LICENSED,230,4/4/2022,"None"
"PARK TERRACE","21952 BUENA SUERTE","RANCHO SANTA MARGARI",CA,92688,"ORANGE","(949) 888-2250","KOEHLER, EUGENE (GENO)","KRC SANTA MARGARITA LLC; KISCO SENIOR LIVING LLC",306001157,"RESIDENTIAL CARE ELDERLY",LICENSED,230,6/23/2000,"Vizient"
"SANTIANNA OAKMONT SIGNATURE LIVING","2560 FARADAY AVE","CARLSBAD",CA,92010,"SAN DIEGO","(442) 325-8090","STEVENSON, CHERYL","OAKMONT OF CARLSBAD LLC; OAKMONT MANAGEMENT GROUP",374604533,"RESIDENTIAL CARE ELDERLY",LICENSED,226,4/21/2022,"Premier"
"SANTIANNA OAKMONT SIGNATURE LIVING","2560 FARADAY AVE","CARLSBAD",CA,92010,"SAN DIEGO","(442) 244-9251","STEVENSON, CHERYL","OAKMONT CARLSBAD OPCO, LLC;OAKMONT MGMT. GROUP LLC",374604947,"RESIDENTIAL CARE ELDERLY",PENDING,226,,"None"
"BELMONT VILLAGE ALBANY","1100 SAN PABLO AVE","ALBANY",CA,94706,"ALAMEDA","(510) 525-4554","JESUS GONZALEZ CAMARILLO","BELMONT VILLAGE BERKELEY LLC; BELMONT THREE LLC",19200721,"RESIDENTIAL CARE ELDERLY",LICENSED,225,7/6/2017,"Vizient"
"BELMONT VILLAGE ALBANY","1100 SAN PABLO AVENUE","ALBANY",CA,94706,"ALAMEDA","(949) 496-9301","CAMARILLO, JESUS GONZALEZ","BELMONT VILLAGE ALBANY CPT OPERATOR LLC",19201453,"RESIDENTIAL CARE ELDERLY",PENDING,225,,"Vizient"
"HERITAGE POINTE","27356 BELLOGENTE","MISSION VIEJO",CA,92691,"ORANGE","(949) 364-9685","JONATHAN PERLES","JEWISH HOME FOR THE AGING; LIFE CARE SERVICES, LLC",300607488,"RESIDENTIAL CARE ELDERLY",LICENSED,225,4/17/1991,"Premier"
"IVY PARK AT MILPITAS","80 CEDAR WAY","MILPITAS",CA,95035,"SANTA CLARA","(408) 770-9575","MEGHIAN GEUL","WM MILPITAS MGR LP,GP OF MILPITAS PHASE I OPS LP",435202744,"RESIDENTIAL CARE ELDERLY",LICENSED,225,12/29/2020,"Premier"
"MONTERA, THE","5740 LAKE MURRAY BLVD","LA MESA",CA,91942,"SAN DIEGO","(619) 832-2599","ALLEN, CATHY","MONTERA MSL LLC;MSL COMMUNITY MANAGEMENT LLC",374604083,"RESIDENTIAL CARE ELDERLY",LICENSED,225,1/24/2019,"Premier"
"MONTERA, THE","5740 LAKE MURRAY BLVD","LA MESA",CA,91942,"SAN DIEGO","(619) 464-6801","KABADI, SANJAY","S-H MONTERA OPCO LLC; MSL COMMUNITY MANAGEMENT LLC",374604855,"RESIDENTIAL CARE ELDERLY",PENDING,225,,"None"
"WESTMONT OF RIVERSIDE","17050 ARNOLD DRIVE","RIVERSIDE",CA,92518,"RIVERSIDE","(951) 697-2100","MONYA HENRY","WESTMONT MGR,GP OF RIVERSIDE OPS LP;WESTMONT LVNG",331880776,"RESIDENTIAL CARE ELDERLY",LICENSED,225,9/4/2019,"Premier"
"CARLSBAD BY THE SEA","2855 CARLSBAD BLVD.","CARLSBAD",CA,92008,"SAN DIEGO","(760) 492-3359","DIGERNESS, PAULA","FRONT PORCH COMMUNITIES AND SERVICES",374600799,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,224,8/4/1999,"Premier, Vizient"
"ROSEWOOD RETIREMENT COMMUNITY","1301 NEW STINE ROAD","BAKERSFIELD",CA,93309,"KERN","(661) 834-0620","BALABAN, ROCHELLE","HUMANGOOD & HUMANGOOD NORCAL",150400536,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,220,3/15/1974,"Premier, Vizient"
"ASTORIA PARK SENIOR LIVING","925 EAST VILLA STREET","PASADENA",CA,91106,"LOS ANGELES","(626) 796-4303","STEPHANIE FUNDERBURG","ASTORIA PARK SENIOR LIVING LLC",198603566,"RESIDENTIAL CARE ELDERLY",LICENSED,220,10/26/2022,"Premier"
"BELMONT VILLAGE LA JOLLA","3880 NOBEL DRIVE","LA JOLLA",CA,92037,"SAN DIEGO","(858) 450-2500","ARP, JAMES","HSRE-BV IV TRS LLC; BELMONT THREE LLC ET AL",374604562,"RESIDENTIAL CARE ELDERLY",LICENSED,220,7/21/2022,"None"
"BROOKDALE LOMA LINDA","25585 VAN LEUVEN STREET","LOMA LINDA",CA,92354,"SAN BERNARDINO","(909) 796-5421","LUJAN, MARITZA","EMERIKEYT PALMS AT LOMA LINDA INC",361881034,"RESIDENTIAL CARE ELDERLY",LICENSED,220,1/27/2021,"Premier, Vizient"
"BROOKDALE SCOTTS VALLEY","100 LOCKEWOOD LN","SCOTTS VALLEY",CA,95066,"SANTA CRUZ","(831) 438-7533","KUMAR, BEENA","BLC OAK TREE VILLA, INC",445294156,"RESIDENTIAL CARE ELDERLY",LICENSED,220,8/18/2005,"Premier"
"CARMEL VILLAGE RETIREMENT COMMUNITY","17077 SAN MATEO","FOUNTAIN VALLEY",CA,92708,"ORANGE","(714) 962-6667","MANDY TAYLOR","WELLQUEST 625 FOUNTAIN VALLEY LLC",306005513,"RESIDENTIAL CARE ELDERLY",LICENSED,220,4/18/2019,"Premier"
"IVY PARK OF WELLINGTON","24962 CALLE ARAGON","LAGUNA WOODS",CA,92637,"ORANGE","(562) 865-9500","DAVID ARMOUR","WELL OAK TENANT LLC;OAKMONT MANAGEMENT GROUP LLC",306006233,"RESIDENTIAL CARE ELDERLY",LICENSED,220,9/28/2023,"Premier, Vizient"
"LYNNE & ROY M FRANK RESIDENCES","ONE AVALON AVENUE","SAN FRANCISCO",CA,94112,"SAN FRANCISCO","(415) 562-2855","ROBERT SARISON","HEBREW HOME FOR AGED DISABLED",385601084,"RESIDENTIAL CARE ELDERLY",LICENSED,220,9/11/2020,"None"
"MENIFEE SENIOR LIVING","28333 VALLEY BOULEVARD","SUN CITY",CA,92586,"RIVERSIDE","(951) 679-8811","LETH, RANCE","HSRE PACIFICA MENIFEE VALLEY OPCO LP;MENIFEE MGR",331881073,"RESIDENTIAL CARE ELDERLY",LICENSED,220,6/1/2021,"Premier"
"MONTE VISTA VILLAGE SENIOR LIVING","2211 MASSACHUSETTS AVENUE","LEMON GROVE",CA,91945,"SAN DIEGO","(619) 465-1331","ADRIAN GUILLEN","PACIFICA MONTE VISTA LLC; MONTE VISTA MGR LLC",374604441,"RESIDENTIAL CARE ELDERLY",LICENSED,219,1/19/2023,"Premier"
"FOUNTAINVIEW AT EISENBERG VILLAGE","6440 WILBUR AVENUE","RESEDA",CA,91335,"LOS ANGELES","(818) 654-5534","ADAM PENA","FOUNTAINVIEW AT EISENBERG VLG,LLC.& EVLAJHA,INC.",197607880,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,216,2/23/2010,"None"
"ATRIA AT FOSTER SQUARE","707 THAYER LN","FOSTER CITY",CA,94404,"SAN MATEO","(650) 532-2460","FREDDIE FULLON","ASLO & FOSTER CITY PTRS, GPS FC OPCO; ATRIA MGT CO",415600980,"RESIDENTIAL CARE ELDERLY",LICENSED,216,12/12/2016,"None"
"GRANDVIEW, THE","2211 W 6TH STREET","LOS ANGELES",CA,90057,"LOS ANGELES","(213) 380-7000","FLORES, YENI","GRANDVIEW LLC, THE",197609105,"RESIDENTIAL CARE ELDERLY",LICENSED,215,8/25/2017,"None"
"LAGUNA ESTATES SENIOR LIVING","1088 LAGUNA DRIVE","CARLSBAD",CA,92008,"SAN DIEGO","(760) 434-7116","KIMBERLY BONN","EC OPCO CA PARTNER VI LLC,GP;SH1 SHORELINE MGMTLLC",374604065,"RESIDENTIAL CARE ELDERLY",LICENSED,214,4/15/2019,"Premier"
"MERRILL GARDENS AT GILROY","7610 ISABELLA WAY","GILROY",CA,95020,"SANTA CLARA","(206) 676-5300","BILLY MITCHELL","MG AT GILROY, LP ; SHI-IV MERRILL GP, LLC ; MERRIL",435202806,"RESIDENTIAL CARE ELDERLY",LICENSED,214,9/10/2021,"Vizient"
"NOVELLUS CLAIREMONT LLC","5219 CLAIREMONT MESA BLVD.","SAN DIEGO",CA,92117,"SAN DIEGO","(858) 292-8044","LAIRD, CANDI","NOVELLUS CLAIREMONT LLC",374604722,"RESIDENTIAL CARE ELDERLY",LICENSED,214,10/1/2023,"Premier"
"OAKMONT OF EAST SACRAMENTO","5301 F STREET","EAST SACRAMENTO",CA,95819,"SACRAMENTO","(916) 905-2400","KATHLEEN GILBEY","OAKMONT SENIOR LIVING OF SACRAMENTO OPCO LLC; ET A",342701121,"RESIDENTIAL CARE ELDERLY",LICENSED,214,4/4/2022,"Vizient"
"CROFTON MANOR INN","1950 E. 5TH ST.","LONG BEACH",CA,90802,"LOS ANGELES","(562) 437-0093","AMALIA ESQUIVIAS","IRA DAVID ENTERPRISES, INC.",191671691,"RESIDENTIAL CARE ELDERLY",LICENSED,213,7/28/1983,"None"
"HILLTOP SPRINGS SENIOR LIVING","7 HILLTOP DR","REDDING",CA,96003,"SHASTA","(530) 395-1777","O'FARRELL, KEILA","REDDING SENIOR LIVING LLC; MOSAIC MANAGEMENT INC",455002932,"RESIDENTIAL CARE ELDERLY",LICENSED,211,8/4/2023,"None"
"REDWOOD TERRACE","710 WEST 13TH AVENUE","ESCONDIDO",CA,92025,"SAN DIEGO","(760) 747-4306","LEIF CAMERON","HUMANGOOD; HUMANGOOD SOCAL",374600566,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,210,8/26/1997,"Premier, Vizient"
"ANAHEIM VILLA","3411 W BALL ROAD","ANAHEIM",CA,92804,"ORANGE","(714) 821-9660","PARK, YOUNG","ANAHEIM VILLA INC",306006387,"RESIDENTIAL CARE ELDERLY",LICENSED,210,3/1/2024,"Premier"
"ATRIA COVELL GARDENS","1111 ALVARADO AVE","DAVIS",CA,95616,"YOLO","(530) 756-0700","CAROL DOWELL","WG COVELL SH LP; ATRIA MANAGEMENT CO LLC",577000881,"RESIDENTIAL CARE ELDERLY",LICENSED,210,9/24/1997,"Vizient"
"CRESCENDO SENIOR LIVING","351 EAST PALM DRIVE","PLACENTIA",CA,92870,"ORANGE","(714) 528-4990","GALAL, LAUREL","THARON CRESCENDO LLC",306006473,"RESIDENTIAL CARE ELDERLY",LICENSED,210,9/4/2024,"None"
"IVY PARK AT CATHEDRAL HILL","1550 SUTTER STREET","SAN FRANCISCO",CA,94109,"SAN FRANCISCO","(415) 921-1552","ELLA FRICK","COVENTRY SUBTENANT LP;OAKMONT MANAGEMENT GROUP LLC",385600429,"RESIDENTIAL CARE ELDERLY",LICENSED,210,2/2/2018,"Vizient"
"IVY PARK AT CATHEDRAL HILL","1550 SUTTER STREET","SAN FRANCISCO",CA,94109,"SAN FRANCISCO","(415) 921-1552","SUMABAT, JEFF","WELL OAK TENANT LLC;OAKMONT MANAGEMENT GROUP LLC",385601146,"RESIDENTIAL CARE ELDERLY",PENDING,210,,"Vizient"
"SUNNYCREST SENIOR LIVING","1925 SUNNY CREST DRIVE","FULLERTON",CA,92835,"ORANGE","(714) 992-1999","AGUIRRE, MONICA","FULLERTON SH LLC;MOSAIC MANAGEMENT INC",306005223,"RESIDENTIAL CARE ELDERLY",LICENSED,210,6/28/2017,"None"
"GLEN PARK AT LONG BEACH","1046 E 4TH ST","LONG BEACH",CA,90802,"LOS ANGELES","(562) 432-7468","MICHAEL MENDOZA","GLEN PARK AT LONG BEACH INC",198602134,"RESIDENTIAL CARE ELDERLY",LICENSED,208,7/7/2015,"None"
"ATRIA HILLCREST","405 HODENCAMP RD","THOUSAND OAKS",CA,91360,"VENTURA","(805) 373-0606","REMON PAGELS","WG HILLCREST INN SH LP; ATRIA MANAGEMENT CO LLC",565800366,"RESIDENTIAL CARE ELDERLY",LICENSED,207,4/20/1998,"Vizient"
"JASMIN TERRACE AT EL MOLINO","245 S. EL MOLINO AVE.","PASADENA",CA,91101,"LOS ANGELES","(626) 578-0460","VIRGINIA GARCIA","V & E MANAGEMENT, LLC",197607655,"RESIDENTIAL CARE ELDERLY",LICENSED,206,3/26/2009,"None"
"REGENCY PARK OAK KNOLL","255 SOUTH OAK KNOLL","PASADENA",CA,91101,"LOS ANGELES","(626) 578-1551","ANABELLE ARGENAL","REGENCY PARK, SOUTH OAK KNOLL",191200037,"RESIDENTIAL CARE ELDERLY",LICENSED,206,2/12/1987,"Vizient"
"WATERMARK AT SAN JOSE, THE","1017 S BASCOM AVE","SAN JOSE",CA,95128,"SANTA CLARA","(520) 797-4000","KELLIE SHEARER","US ALLIANCE HOLDEN OF SAN JOSE II TENANT;WATERMARK",435202937,"RESIDENTIAL CARE ELDERLY",LICENSED,205,11/14/2024,"None"
"HARBOR TERRACE RETIREMENT CENTER OF SAN PEDRO, LLC","435 WEST 8TH STREET","SAN PEDRO",CA,90731,"LOS ANGELES","(310) 547-0090","HOLLY RICE","HARBOR TERRACE RETIREMENT CENTER OF SAN PEDRO, LLC",198200855,"RESIDENTIAL CARE ELDERLY",LICENSED,202,4/16/1996,"Premier"
"CAPRIANA","460 LA FLORESTA DRIVE","BREA",CA,92821,"ORANGE","(714) 985-5500","REYNOLDS, TONYA","WELL OAK CCRC TENANT LLC; OAKMONT MANAGEMENT GROUP",306006242,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,200,7/1/2023,"None"
"MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY","100 HOLLAND GLEN","ESCONDIDO",CA,92026,"SAN DIEGO","(760) 746-2500","MARK MEMMELAAR","MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY",374603081,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,200,11/18/2010,"Premier, Vizient"
"WESTMINSTER GARDENS","1420 SANTO DOMINGO AVENUE","DUARTE",CA,91010,"LOS ANGELES","(626) 358-2569","ANDREW M SMITH","HUMANGOOD & HUMANGOOD SOCAL",197605591,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,200,5/4/2004,"Premier"
"ANAHEIM CROWN PLAZA","641 SOUTH BEACH BLVD","ANAHEIM",CA,92804,"ORANGE","(714) 827-7007","KIM N KINCAID","KINCAID SENIOR LIVING INC",306005316,"RESIDENTIAL CARE ELDERLY",LICENSED,200,9/22/2017,"Vizient"
"ARCADIA GARDENS RETIREMENT HOTEL","720 W. CAMINO REAL","ARCADIA",CA,91007,"LOS ANGELES","(626) 574-8571","PAMELA PARSONS","ARCADIA GARDENS MANAGEMENT CORP.",197606145,"RESIDENTIAL CARE ELDERLY",LICENSED,200,3/14/2005,"Premier"
"ARCADIA RETIREMENT VILLAGE","607 WEST DUARTE RD","ARCADIA",CA,91007,"LOS ANGELES","(626) 447-6070","VIRGILIO AGAS","GOLDWATER SAG HOLDINGS LLC",198603401,"RESIDENTIAL CARE ELDERLY",LICENSED,200,2/24/2021,"Vizient"
"ARCADIA RETIREMENT VILLAGE","607 WEST DUARTE RD","ARCADIA",CA,91007,"LOS ANGELES","(626) 447-6070","ACHARYA, NIRJARA","ARCADIA OPERATIONS, LLC",198603824,"RESIDENTIAL CARE ELDERLY",PENDING,200,,"Vizient"
